frame,anchor_x,anchor_y,tip_x,tip_y,quality,length_env_px,length_axis_px,length_axis_skeleton_px,length_axis_alt_px,length_axis_disagreement_px,centerline_disagreement,diameter_max_px,diameter_max_orth_px,diameter_max_thickness_px,diameter_max_feret_px,diameter_p95_px,diameter_mid_median_px,diameter_mid_p90_px,diameter_peak_span_px,diameter_peak_pos_norm,area_proj_px2,area_proj_contour_px2,area_proj_definition_gap_px2,body_mask_area_px2,component_area_px2,excluded_attachment_area_px2,body_mask_attachment_leak_fraction,attachment_count,attachment_border_touch_count,attachment_max_elongation,attachment_max_solidity,attachment_max_orientation_mismatch_deg,attachment_max_distance_to_main_axis_px,x_peak_norm,taper_left_px,taper_right_px,landing_zone_left_px,landing_zone_right_px,transition_zone_left_px,transition_zone_right_px,compaction_zone_length_px,zone_symmetry,branch_count_after_pruning,endpoint_jump_px,axis_peak_position_stability,centerline_points,length_axis_formal_px,area_proj_formal_px2,anchor_jump_px,tip_jump_px,length_axis_ref_px,length_env_ref_px,foreshortening_axis,foreshortening_env,length_env_recovery,length_axis_recovery,diameter_max_recovery,area_proj_recovery,length_env_smooth,length_axis_smooth,diameter_max_smooth,diameter_mid_median_smooth,area_proj_smooth_px2,compaction_zone_smooth,body_mask_area_smooth_px2,axis_definition_gap_smooth_px,time_sec,temperature_c,austenite_fraction,length_env_true_px,length_axis_true_px,length_axis_alt_true_px,diameter_true_px,diameter_max_feret_true_px,area_proj_true_px2,area_proj_true_norm,area_proj_model_true_px2,area_proj_raster_true_px2,area_proj_contour_true_px2
206,140.42261598426782,200.327382814461,435.0084743095129,185.77711674633815,0.978114374034003,307.90916062344263,361.1463993243087,311.5474732790949,375.0884030259702,13.94200370166152,0.0386048531225743,95.2958103365292,96.02001349871712,33.599853515625,96.02001349871712,94.422404115202,92.24546967220392,95.2958103365292,44.0,0.6363636363636364,22552.969693141473,22220.0,332.9696931414728,9174.0,9705.0,729.0,0.0751159196290571,2,1,1.761904761904762,0.8657074340527577,79.20219711180954,4.058700211052574,0.6363636363636364,4.0,4.0,4.0,4.0,48.0,56.0,196.0,0.974025974025974,65,14.730021238875004,0.0092059838895282,122,361.1463993243087,22624.162013854064,3.978589334574924,4.443847025020536,420.4172446456188,341.9944612110107,0.1409810041718701,0.0996662357246113,0.2890086781155622,0.3079002246105024,0.4904119269407076,1.0,307.966731354475,353.1918565760748,95.2958103365292,92.24546967220392,22624.162013854064,196.0,9071.0,23.21366210628338,10.3,48.2331,0.331167,380.5718,311.9222,311.3156,93.5,98.8825,18785.4855,0.961248,23811.8164,23850.0,24589.5
207,140.44380550659278,200.28738487205305,436.1250993698748,185.89699120420565,0.9775681341719078,307.92182012760765,354.4151053234524,304.09697474653143,363.9663638187452,9.551258495292814,0.0269493550128908,95.35661494844577,96.0727016035662,33.599853515625,96.0727016035662,94.49103190866028,93.1904148298246,95.35661494844577,44.0,0.6363636363636364,22577.689555767163,22213.0,364.68955576716326,9005.0,9540.0,710.0,0.0744234800838574,2,1,1.8,0.8758357211079274,78.10404855127639,4.074662599705574,0.6363636363636364,4.0,4.0,4.0,4.0,48.0,56.0,196.0,0.974025974025974,59,13.840860469581704,0.0,120,354.4151053234524,22601.07847615624,0.0452640172016576,1.1230411439824408,420.4172446456188,341.9944612110107,0.1569919887035114,0.0996292190310655,0.2889410311481868,0.3699479105903616,0.4923389991666231,1.0,307.95564086129934,353.1918565760748,95.35661494844577,93.1904148298246,22601.07847615624,196.0,9089.0,22.164055263438858,10.35,48.3459,0.339612,379.5736,314.9173,314.3389,89.5,98.8813,18456.583,0.944418,23773.9883,23800.0,24549.0
208,140.45611132068956,200.40336534118617,434.94934225059006,185.7117173251534,0.9776153685529338,307.9287701866491,348.9974346478957,325.0959122179165,378.42221776611336,29.424783118217647,0.0843123192235048,96.30089846361577,96.30089846361577,36.39984130859375,97.01229574654792,95.49247307738048,93.2484522114708,96.30089846361577,40.0,0.6233766233766234,22601.07847615624,22216.0,385.07847615623905,9042.0,9578.0,706.0,0.073710586761328,2,1,1.8,0.8825794032723773,71.85646126566344,4.089432767300374,0.6233766233766234,4.0,4.0,4.0,4.0,48.0,56.0,196.0,0.974025974025974,53,12.14951455186702,0.0129870129870129,118,348.9974346478957,22599.94078355954,0.1166314806599389,1.1902651863378404,420.4172446456188,341.9944612110107,0.1698784027232869,0.0996088968918799,0.288903893009828,0.4198868864806542,0.5222660471012733,1.0,307.94038108306256,348.9974346478957,96.30089846361577,93.2484522114708,22599.94078355954,196.0,9089.0,23.21366210628338,10.4,48.4586,0.348106,378.575,311.9148,311.3526,89.5,98.881,18439.8029,0.94356,23735.9043,23773.0,24515.5
209,140.4316645492554,200.3892019970817,435.01462025313305,185.85678420330115,0.9786943005181348,307.9249127361214,346.6141070736212,328.20938753305,371.64900489956426,25.034897825943062,0.0722270020608988,96.35646941318848,97.29797903333773,35.150390625,97.29797903333773,95.49931437054865,93.3044530906889,96.35646941318848,40.0,0.6493506493506493,22624.162013854064,22269.0,355.16201385406384,9136.0,9650.0,690.0,0.0715025906735751,2,1,1.75,0.8852621167161226,65.87323570568117,4.013865427979805,0.6493506493506493,4.0,4.0,4.0,4.0,48.0,56.0,196.0,0.974025974025974,59,12.511538428295122,0.0259740259740259,117,346.6141070736212,22592.860085102908,0.0282532290150286,0.1590773923332493,420.4172446456188,341.9944612110107,0.1755473604185962,0.0996201761696612,0.2889245055730529,0.4418559106975304,0.5240272495843402,1.0,307.9287701866491,346.6141070736212,96.33023647155052,93.3044530906889,22592.860085102908,196.0,9136.0,23.408504171779896,10.45,48.5714,0.356646,377.6264,308.9173,308.332,98.0,98.83,18644.1102,0.954014,23697.5742,23723.0,24473.0
210,140.50586053894088,200.3441970814747,435.5706485631095,185.7259134817424,0.9803564196030782,307.966731354475,334.0974229972423,323.6310071641589,360.5680866320095,26.47066363476722,0.079230373575751,96.33023647155052,97.29521308998488,34.76275634765625,97.29521308998488,96.29676987546122,94.13255046596736,96.33023647155052,40.0,0.6493506493506493,22592.860085102908,22247.5,345.36008510290776,9391.0,9876.0,673.0,0.0681449979748886,2,1,1.8421052631578947,0.8938775510204081,55.58634421583844,3.956873268507439,0.6493506493506493,4.0,8.0,4.0,8.0,48.0,52.0,196.0,0.974025974025974,66,12.20518069176316,0.0,113,340.4396872136385,22590.13838595377,0.0867783804538913,0.5712220472430842,420.4172446456188,341.9944612110107,0.2053194124354671,0.0994978975274707,0.288701044790184,0.4987704451884142,0.5231958525629443,1.0,307.9249127361214,346.6141070736212,96.35646941318848,94.13028386254746,22590.13838595377,196.0,9136.0,25.034897825943062,10.5,48.6842,0.36523,376.5788,305.9233,305.352,99.5,99.1328,18618.734,0.952715,23659.0117,23706.0,24435.0
211,140.50806773006923,200.55940547237628,435.2380421577324,185.28507981836924,0.979486099410278,307.95564086129934,337.39786777220985,309.99551932060467,360.6115298784932,23.21366210628338,0.0688020415172149,96.85979351431584,97.36952287118004,37.562744140625,97.43090262829908,96.31923559250404,94.19104014444842,96.85979351431584,44.0,0.6493506493506493,22584.029309884983,22234.5,349.5293098849834,9009.0,9496.0,657.0,0.0691870261162594,2,1,1.7894736842105263,0.897489539748954,47.83584148005003,4.310534509399498,0.6493506493506493,4.0,8.0,4.0,8.0,48.0,52.0,196.0,0.974025974025974,54,11.977364272979692,0.0,114,337.39786777220985,22584.029309884983,0.2152197091511935,0.5522330483236967,420.4172446456188,341.9944612110107,0.197469009491721,0.0995303263952844,0.2887603076349407,0.5268093122302022,0.5399790312887908,1.0,307.92182012760765,346.6141070736212,96.85979351431584,94.13255046596736,22584.029309884983,196.0,9136.0,23.408504171779896,10.55,48.797,0.373855,376.5793,305.9462,305.4054,99.5,99.1289,18459.8735,0.944587,23620.2266,23686.0,24404.5
212,140.48178854907616,200.4839078011152,435.4447640941342,185.27039329432597,0.9803772029269298,307.94038108306256,337.1252188278354,300.8855154674658,359.28927409127425,22.164055263438858,0.065744281429025,97.25586291388832,97.3621103085204,34.3751220703125,97.88815609184876,96.31368150158418,94.1902620390537,97.25586291388832,44.0,0.6493506493506493,22590.13838595377,22259.5,330.6383859537709,9227.0,9703.0,650.0,0.0669895908481912,2,1,1.7894736842105263,0.9140708915145004,43.13098632697831,4.214645332090155,0.6493506493506493,4.0,8.0,4.0,8.0,48.0,52.0,196.0,0.974025974025974,59,11.073176967087443,0.0,114,337.39786777220985,22584.029309884983,0.0799405636677153,0.2072429805281087,420.4172446456188,341.9944612110107,0.1981175293796345,0.099574946352528,0.2888418493530905,0.5268093122302022,0.552531604447202,1.0,307.92182012760765,346.6141070736212,97.25586291388832,94.1902620390537,22584.029309884983,196.0,9112.0,23.408504171779896,10.6,48.9098,0.382517,374.6324,305.8952,305.2952,94.5,99.3239,18053.1849,0.923776,23581.2383,23640.0,24368.0
213,140.7803642049236,200.35129146444817,435.193971949459,185.318514083924,0.9815,307.9193974915083,340.4396872136385,302.78445718811827,363.8481913854184,23.408504171779896,0.0687596218976966,97.28218071518056,97.30639597683682,34.756591796875,98.00187109008928,96.25677266186146,94.13028386254746,97.28218071518056,44.0,0.6233766233766234,22599.94078355954,22238.5,361.4407835595411,9156.0,9600.0,621.0,0.0646875,2,1,1.7777777777777777,0.9402985074626866,49.902145216807895,4.109480735648973,0.6233766233766234,4.0,8.0,4.0,8.0,48.0,52.0,196.0,0.974025974025974,59,12.28075925341684,0.0259740259740259,115,337.39786777220985,22584.029309884983,0.3267024870056985,0.2553670108339979,420.4172446456188,341.9944612110107,0.1902337700238618,0.0996363028770751,0.2889539766777305,0.5268093122302022,0.5533656909139831,1.0,307.9193974915083,340.4396872136385,97.28218071518056,94.19104014444842,22584.029309884983,196.0,9136.0,23.408504171779896,10.65,49.0226,0.391213,374.5832,305.9061,305.2901,98.5,100.1146,18446.6354,0.943909,23542.0508,23599.0,24326.0
214,140.8596252738069,200.54367284877935,432.3031435509135,185.69215588581685,0.9795942720763724,303.95367996880503,333.47325730958573,303.99064933945556,363.2686258437253,29.795368534139584,0.0893485995684461,98.29867978320276,98.94990059544811,36.39984130859375,98.94990059544811,97.38431811118252,95.30370405234446,98.29867978320276,40.0,0.6447368421052632,22583.063672912485,22223.5,359.56367291248534,9543.0,10056.0,687.0,0.0683174224343675,2,1,1.8,0.9067554709800192,48.61880954539201,4.072554364889451,0.6447368421052632,4.0,4.0,4.0,4.0,52.0,52.0,192.0,1.0,63,14.322644673931208,0.0213602187286398,113,340.4396872136385,22583.063672912485,0.2080694933855492,2.9148751304231406,420.4172446456188,341.9944612110107,0.2068040463214597,0.111232155946334,0.3101450723463702,0.4987704451884142,0.5855814564605737,1.0,303.95367996880503,337.39786777220985,98.29867978320276,95.30370405234446,22583.063672912485,192.0,9137.0,23.21366210628338,10.7,49.1353,0.399941,372.689,302.8655,302.1819,99.5,100.1029,18006.0203,0.921363,23502.6836,23561.0,24286.5
215,144.7956507013827,200.04807145336392,432.1358275743886,185.52291139448585,0.9760224789260068,299.9464598506935,375.6258616782082,588.4752275207584,408.29958866883305,32.67372699062486,0.086984764160397,98.3019407130707,99.00367982837685,32.0,99.00367982837685,98.13886511992624,95.5691393659386,98.3019407130707,40.0,0.64,22484.360213991884,8763.0,13721.360213991884,9033.0,9609.0,745.0,0.0775314809033198,2,1,1.75,0.8981571290009699,41.64642270754108,4.205089685098494,0.64,4.0,4.0,4.0,4.0,48.0,52.0,192.0,0.9866666666666668,59,14.20123910218124,0.0047368421052631,127,340.4396872136385,22495.632870005727,3.967104348219367,0.2379880960181965,420.4172446456188,341.9944612110107,0.1065403085574343,0.1229493635991185,0.3315579401066325,0.4987704451884142,0.5856848046636312,1.0,299.9636515498702,337.1252188278354,98.3019407130707,95.5691393659386,22495.632870005727,192.0,9156.0,22.164055263438858,10.75,49.2481,0.408698,372.5875,299.8753,299.2036,100.5,100.8158,18210.5749,0.93183,23463.1445,23515.0,24225.0
216,144.8149099169226,200.18611643862403,431.4697479581166,185.72985875420903,0.977113295395758,299.9636515498702,364.1690769671323,568.5088342720655,369.32721761016785,5.158140643035551,0.0141641368509196,98.73953242277256,99.18120513737918,36.39984130859375,99.29620521233278,98.15410961447394,95.6294958353184,98.73953242277256,40.0,0.64,22487.231409658576,8878.0,13609.231409658576,9112.0,9665.0,732.0,0.0757371960682876,2,1,1.75,0.9052319842053308,40.94015735833618,4.018584752766224,0.64,4.0,4.0,4.0,4.0,48.0,56.0,188.0,0.9733333333333334,60,12.69096377313925,0.0,123,340.4396872136385,22487.231409658576,0.1393819763767324,0.6974878242015118,420.4172446456188,341.9944612110107,0.1337912951831925,0.1228990946587508,0.3314660750305462,0.4987704451884142,0.5995533387020496,1.0,299.9464598506935,337.39786777220985,98.73953242277256,95.62842619506182,22487.231409658576,188.0,9137.0,22.164055263438858,10.8,49.3609,0.417481,370.6924,299.905,299.2444,99.0,100.8161,17967.8262,0.919409,23423.4531,23455.0,24197.0
217,144.84519442436692,200.1156235384833,431.5928705728484,185.5991062431659,0.9777360066833752,299.9462647553081,347.94394521675747,333.37945241191886,369.95333450101526,22.009389284257793,0.0632555605200908,98.74178338449306,99.24090289143332,32.3936767578125,99.35954303922304,98.19817382213166,95.62842619506182,98.74178338449306,44.0,0.6533333333333333,22495.632870005727,22129.5,366.13287000572745,9043.0,9576.0,713.0,0.0744569757727652,2,1,1.75,0.898,39.281728979731184,4.073589175194551,0.6533333333333333,4.0,8.0,4.0,8.0,48.0,52.0,188.0,0.9733333333333334,59,12.469766194396732,0.0133333333333333,118,337.0102713902533,22484.360213991884,0.0767228802991571,0.1795978769431062,420.4172446456188,341.9944612110107,0.1723842215129664,0.1229499340627006,0.3315589826128,0.5303820960948663,0.5996246781231307,1.0,299.9462647553081,337.1252188278354,98.74178338449306,95.6294958353184,22484.360213991884,188.0,9156.0,22.164055263438858,10.85,49.4737,0.426286,370.5905,299.8741,299.2473,99.5,100.8145,17713.6054,0.9064,23383.6152,23403.0,24152.0
218,144.83831636783114,200.31704640594012,431.5066381924371,185.68580994326248,0.9798201798201798,299.9448700975786,337.0102713902533,328.7618554020496,353.4140757944332,16.40380440417988,0.0486744939153041,98.7716756084032,99.24106006221822,33.599853515625,99.41944510580812,98.21309863279323,95.6877913201282,98.7716756084032,44.0,0.64,22472.78372603991,22113.5,359.2837260399101,9505.0,10010.0,695.0,0.0694305694305694,2,1,1.7894736842105263,0.9158878504672896,38.7969525432141,4.009700280085787,0.64,4.0,8.0,4.0,8.0,48.0,52.0,188.0,0.9733333333333334,68,13.358424572831586,0.0133333333333333,114,342.5416845240576,22472.78372603991,0.201540266935008,0.122284729389423,420.4172446456188,341.9944612110107,0.198390942135762,0.1229540120753227,0.3315664350662846,0.4793946655789064,0.6005720482756965,1.0,299.9448700975786,337.0102713902533,98.7716756084032,95.6877913201282,22472.78372603991,188.0,9137.0,23.408504171779896,10.9,49.5865,0.435111,368.6964,299.9355,299.3143,101.5,100.8656,17824.6179,0.912081,23343.6465,23362.0,24124.0
219,144.78771264318033,200.25428281358876,432.22967349154544,185.1426920955024,0.9795223260643822,299.9128329522439,334.4894699848802,328.4982156128999,356.166950026655,21.6774800417748,0.0648076605901964,99.30656067888856,99.30656067888856,34.76275634765625,99.92923712778178,98.65187098887084,95.75085584987838,99.30656067888856,52.0,0.64,22453.8770072468,22029.5,424.3770072467996,9137.0,9630.0,676.0,0.0701973001038421,2,1,1.7894736842105263,0.9172852598091198,36.302968203662374,4.124036584848269,0.64,4.0,8.0,4.0,8.0,48.0,52.0,188.0,0.9733333333333334,58,12.413067936063191,0.0,113,337.0102713902533,22453.8770072468,0.0806226114274581,0.9042991984471894,420.4172446456188,341.9944612110107,0.2043868936279468,0.1230476894560067,0.3317376278473768,0.5303820960948663,0.6175240874533179,1.0,299.9128329522439,335.8814160092882,99.30656067888856,95.75085584987838,22453.8770072468,188.0,9112.0,28.720739079496184,10.95,49.6992,0.443953,368.5936,299.9229,299.25,101.5,101.0881,17844.6531,0.913106,23303.5625,23294.0,24071.0
220,144.78459433907406,200.3470013786356,428.7157420107616,185.59806808716175,0.9792828685258964,297.95697327771904,331.32837926601894,328.3114727695036,352.3368061019061,21.008426835887175,0.0634066628473735,100.22660751644447,100.29689294905558,35.150390625,100.88517782614063,99.2166100436928,96.30376001312295,100.22660751644447,40.0,0.6351351351351351,22374.56540418358,22063.5,311.06540418358054,9282.0,9789.0,701.0,0.071610991929717,2,1,1.75,0.9124015748031497,32.733583829914664,4.026544076069341,0.6351351351351351,4.0,4.0,4.0,4.0,48.0,52.0,188.0,0.9864864864864864,68,14.41027965178477,0.0048648648648649,112,335.8814160092882,22384.06351381115,0.0927709875168223,3.5433150784856338,420.4172446456188,341.9944612110107,0.2119058304915519,0.1287666700137593,0.3421889041271453,0.5407876532115048,0.6466830056884856,1.0,297.9667892306246,337.0102713902533,100.22660751644447,96.30376001312295,22384.06351381115,188.0,9043.0,28.720739079496184,11.0,49.812,0.452809,366.7018,296.909,296.2452,101.5,101.0768,17956.3615,0.918822,23263.3711,23274.0,24032.5
221,144.78836791380309,200.5593541171422,427.8110455511288,185.5994042476839,0.9784514629766558,297.9667892306246,342.5416845240576,310.4372153900513,372.7525387732845,30.21085424922694,0.0881961396645877,100.28118604929864,100.43437688100182,35.150390625,100.9855311060233,99.30875703709346,97.18517637569605,100.28118604929864,40.0,0.6351351351351351,22384.06351381115,22052.5,331.5635138111538,8957.0,9467.0,682.0,0.0720397169113763,2,1,1.75,0.902,35.11498935600791,4.467157132796265,0.6351351351351351,4.0,4.0,4.0,4.0,52.0,52.0,184.0,1.0,55,15.64463727407568,0.0,116,335.68582311861667,22374.73496128649,0.2123862646629485,0.9046974463305348,420.4172446456188,341.9944612110107,0.1852339815109264,0.1287379679322379,0.3421364518796239,0.5425905883171082,0.6484127556446053,1.0,297.95697327771904,335.8814160092882,100.28118604929864,97.18517637569605,22374.73496128649,184.0,9112.0,22.009389284257793,11.05,49.9248,0.461676,366.5977,299.896,299.179,88.5,102.0714,18006.5182,0.921389,23223.0957,23246.0,23987.5
222,144.8180504805828,200.713518844868,428.06996293004534,185.71267623417535,0.9784555748240334,295.9409499387223,335.8814160092882,320.5464419579332,364.6021550887844,28.720739079496184,0.0855085685321213,100.39791676666124,101.23856137173752,36.3565673828125,101.23856137173752,99.54168410147236,97.24590897111362,100.39791676666124,40.0,0.6486486486486487,22374.73496128649,22012.5,362.2349612864891,9275.0,9803.0,710.0,0.0724268081199632,2,1,1.6363636363636365,0.8779385171790235,31.823668567320073,4.172638257278912,0.6486486486486487,8.0,4.0,8.0,4.0,48.0,52.0,184.0,1.0,64,15.682891155738444,0.0135135135135135,114,335.68582311861667,22374.56540418358,0.1569962357682842,0.2826106014089328,420.4172446456188,341.9944612110107,0.2010760255745173,0.1346615705681657,0.3529616692578721,0.5425905883171082,0.6521122862599701,1.0,295.9409499387223,335.8814160092882,100.39791676666124,97.24590897111362,22374.56540418358,184.0,9043.0,22.009389284257793,11.1,50.0376,0.47055,365.5998,299.8463,299.0393,88.5,102.0626,17761.3217,0.908842,23182.7383,23213.0,23946.5
223,148.78912090351682,200.31442623479953,428.4446302956011,185.58207561894116,0.9755136268343816,291.97283537668795,325.91190264218153,302.3140052440268,357.05286991075127,31.14096726856974,0.0955502607180302,100.4366398488241,101.3056339076121,32.78131103515625,101.3056339076121,100.26581284872618,97.3139535212211,100.4366398488241,44.0,0.6438356164383562,22301.282344224503,21971.0,330.28234422450623,8956.0,9540.0,774.0,0.0811320754716981,2,1,1.7142857142857142,0.8842203548085901,30.083194506446645,4.205203081732494,0.6438356164383562,0.0,4.0,0.0,4.0,52.0,52.0,184.0,0.9863013698630136,57,13.434297341350671,0.0048130322102925,110,335.68582311861667,22350.42614509179,3.9910744437197176,0.3967772114323636,420.4172446456188,341.9944612110107,0.2247894043525697,0.1462644326378706,0.3741655736778908,0.5425905883171082,0.6533395315919582,1.0,291.9768177874821,335.68582311861667,100.4318902844646,97.3139535212211,22350.42614509179,184.0,9015.0,28.444506901095167,11.15,50.1504,0.47943,364.6016,296.8322,296.1106,89.0,102.0582,17722.8516,0.906873,23142.3164,23177.0,23906.0
224,148.82206967944697,200.71455763593804,428.1873942418943,185.19835549357435,0.9766057441253264,291.92242274975376,335.68582311861667,266.37350072708637,374.5776536477472,38.89183052913051,0.1158578285130255,100.4318902844646,101.36674850009364,33.599853515625,101.36674850009364,100.32769925364116,97.37473132042985,100.4318902844646,40.0,0.6438356164383562,22273.248680819073,21959.5,313.74868081907334,9015.0,9575.0,761.0,0.0794778067885117,2,1,1.75,0.9131707317073172,27.104544511273733,4.243172525863362,0.6438356164383562,4.0,4.0,4.0,4.0,48.0,52.0,184.0,0.9863013698630136,67,13.697717961367356,0.0,114,335.8814160092882,22344.91241890163,0.4014856909185703,0.4619648492452144,420.4172446456188,341.9944612110107,0.2015412607501971,0.1464118403670943,0.3744349571612463,0.5407876532115048,0.6531890043001316,1.0,291.97283537668795,335.68582311861667,100.4366398488241,97.37473132042985,22344.91241890163,184.0,9014.0,28.444506901095167,11.2,50.2632,0.488311,363.6038,293.9058,293.2041,101.5,102.0481,17735.498,0.907521,23101.8457,23156.0,23866.5
225,148.787737533393,200.36737560200285,427.99616830092714,185.13459464396715,0.9760878749471904,291.9645482068978,347.2001288767684,287.0450736009466,383.4548278446152,36.25469896784682,0.1044201771616124,100.43954365012144,101.37211675114727,33.98748779296875,101.37211675114727,100.33181014690838,97.38065221804256,100.43954365012144,48.0,0.6438356164383562,22308.168174611772,21957.0,351.168174611772,8902.0,9468.0,738.0,0.0779467680608365,2,1,1.75,0.9072781655034896,26.89304050760441,4.316315062077133,0.6438356164383562,4.0,4.0,4.0,4.0,48.0,52.0,184.0,0.9863013698630136,64,12.405325958210888,0.0,117,335.68582311861667,22338.108060565937,0.348875423238786,0.2015758081750215,420.4172446456188,341.9944612110107,0.1741534551718188,0.1462886645209274,0.3742098567633198,0.5425905883171082,0.6534315613682087,1.0,291.9692123350004,335.68582311861667,100.43954365012144,97.38065221804256,22338.108060565937,184.0,9014.0,28.444506901095167,11.25,50.3759,0.497192,362.6054,293.9123,293.2419,101.5,102.3361,17842.4776,0.912995,23061.3398,23089.0,23814.0
226,148.7962832838128,200.4641198424584,428.2116056407756,185.3032152984131,0.9777346542743336,291.9692123350004,332.8926889825921,298.948079496955,350.5277720078583,17.63508302526617,0.0529752788478582,102.23923432572246,102.23923432572246,33.98748779296875,102.78333203693656,100.69967206055392,98.24764861555016,102.23923432572246,40.0,0.6301369863013698,22338.108060565937,22001.5,336.6080605659372,9246.0,9791.0,724.0,0.0739454601164334,2,1,1.7,0.9087221095334684,26.674403541649987,4.13506148139295,0.6301369863013698,4.0,4.0,4.0,4.0,48.0,56.0,180.0,0.9726027397260274,65,12.415284531031231,0.0136986301369863,113,335.68582311861667,22308.168174611772,0.0971209447625059,0.2735802853035283,420.4172446456188,341.9944612110107,0.208184979987687,0.1462750264985861,0.3741849336606865,0.5425905883171082,0.7104689111164543,1.0,291.9645482068978,335.8814160092882,102.23923432572246,98.24764861555016,22308.168174611772,180.0,8957.0,28.444506901095167,11.3,50.4887,0.506069,361.607,290.9347,290.2787,99.0,102.8507,17856.1276,0.913693,23020.8125,23047.0,23776.0
227,148.8056193535629,200.5442726752305,427.86766446630475,185.3783159403463,0.9772222222222222,291.92734371754466,356.5214098416594,510.4816096683367,353.44545275204393,3.0759570896154855,0.0086276924883181,102.2811858900881,102.3087042487466,35.19366455078125,102.89355962451172,101.63616569375252,98.2493853295287,102.2811858900881,40.0,0.6301369863013698,22350.42614509179,8817.5,13532.926145091791,8827.0,9360.0,701.0,0.0748931623931623,2,1,1.7894736842105263,0.928345626975764,27.08738645168046,4.48735010804334,0.6301369863013698,4.0,8.0,4.0,8.0,48.0,52.0,180.0,0.9726027397260274,59,13.411738067233555,0.0,121,335.68582311861667,22301.282344224503,0.0806947259724468,0.3520449373519892,420.4172446456188,341.9944612110107,0.1519819551118054,0.1463974513393495,0.3744086616173397,0.5425905883171082,0.7117984762920974,1.0,291.92734371754466,335.8814160092882,102.2811858900881,98.2493853295287,22301.282344224503,180.0,8956.0,28.444506901095167,11.35,50.6015,0.514939,360.6088,290.9108,290.2636,98.5,102.8493,17373.1319,0.888978,22980.2715,23006.0,23734.0
228,148.8251385318213,200.54940568914037,427.4465978725101,185.17740564605396,0.9786997164163428,291.9768177874821,334.82467715065536,326.3034830551453,363.2691840517505,28.444506901095167,0.0849534363570713,102.30297228199412,102.3670290464646,35.19366455078125,102.98063471617353,101.63188734768389,99.1810199834582,102.30297228199412,44.0,0.6301369863013698,22344.91241890163,21975.5,369.4124189016293,9014.0,9521.0,690.0,0.0724713790568217,2,1,1.736842105263158,0.9269602577873256,25.52951390385608,4.062642757784639,0.6301369863013698,4.0,8.0,4.0,8.0,48.0,52.0,180.0,0.9726027397260274,61,13.301838499931293,0.0,113,337.4290815128212,22274.174622721024,0.0201828182294333,0.4665426269511504,420.4172446456188,341.9944612110107,0.2035895734179784,0.1462527879732755,0.3741442933805303,0.5265215903782874,0.7124889494226989,1.0,291.92242274975376,335.68582311861667,102.30297228199412,99.1810199834582,22274.174622721024,180.0,8902.0,26.888913403207823,11.4,50.7143,0.523799,359.6107,296.8395,296.0713,88.5,103.0855,17613.9615,0.901302,22939.7363,22956.0,23692.0
229,148.814130898738,200.6208802366175,424.2379508265767,185.34433638575427,0.9769915254237288,289.96701672973904,343.69705350498725,313.47519968806773,364.5622010334269,20.865147528439593,0.0607079616064757,102.39658879308767,103.237308125816,35.150390625,103.237308125816,101.78478160083908,99.74481791374404,102.39658879308767,40.0,0.6527777777777778,22264.492513794372,21943.0,321.4925137943719,8897.0,9440.0,709.0,0.0751059322033898,2,1,1.75,0.9183266932270916,23.9574443929645,4.461197262728384,0.6527777777777778,4.0,4.0,4.0,4.0,52.0,52.0,176.0,1.0,61,14.822060507109596,0.0226407914764079,116,337.4290815128212,22273.248680819073,0.0723172104215589,3.212986420331397,420.4172446456188,341.9944612110107,0.1824858331044462,0.152129494428188,0.3848838093056421,0.5265215903782874,0.7154559246689699,1.0,289.96701672973904,335.68582311861667,102.39658879308767,99.74177855268866,22273.248680819073,176.0,8902.0,24.268118952699467,11.45,50.8271,0.532646,358.6126,290.8327,290.089,90.5,104.078,17542.9272,0.897667,22899.2246,22919.0,23652.0
230,148.81117428559568,200.7278606063512,423.3339901736893,185.47027766071744,0.9767567567567568,287.9426292817885,329.58238140008933,292.44358841415533,352.0429895999023,22.460608199812953,0.0681486920034945,102.4446832010898,103.30583661274385,35.150390625,103.30583661274385,102.26721454897678,99.74574228083776,102.4446832010898,48.0,0.6527777777777778,22274.174622721024,21885.5,388.6746227210242,9061.0,9620.0,737.0,0.0766112266112266,2,1,1.6363636363636365,0.8854824165915239,24.381098882108382,4.589374295026273,0.6527777777777778,4.0,4.0,4.0,4.0,52.0,52.0,176.0,1.0,66,16.170629834817294,0.0,112,337.4290815128212,22264.492513794372,0.1070212178478198,0.9126916602599005,420.4172446456188,341.9944612110107,0.2160588425008509,0.1580488518376096,0.3957012686517305,0.5265215903782874,0.7169801741454725,1.0,287.9426292817885,337.4290815128212,102.4446832010898,99.74481791374404,22264.492513794372,176.0,8897.0,24.22749924421464,11.5,50.9398,0.541477,357.6142,287.8936,287.1916,103.0,104.0773,17804.2929,0.911041,22858.7383,22901.0,23615.5
